dataset,sample_id,source_id,label,dataset_revision
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag11,DEEPVOICE_FAKE_biden-to-Obama_frag11,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag12,DEEPVOICE_FAKE_biden-to-Obama_frag12,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag13,DEEPVOICE_FAKE_biden-to-Obama_frag13,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag14,DEEPVOICE_FAKE_biden-to-Obama_frag14,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag15,DEEPVOICE_FAKE_biden-to-Obama_frag15,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag16,DEEPVOICE_FAKE_biden-to-Obama_frag16,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag17,DEEPVOICE_FAKE_biden-to-Obama_frag17,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag18,DEEPVOICE_FAKE_biden-to-Obama_frag18,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag19,DEEPVOICE_FAKE_biden-to-Obama_frag19,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag2,DEEPVOICE_FAKE_biden-to-Obama_frag2,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag20,DEEPVOICE_FAKE_biden-to-Obama_frag20,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag21,DEEPVOICE_FAKE_biden-to-Obama_frag21,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag22,DEEPVOICE_FAKE_biden-to-Obama_frag22,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag23,DEEPVOICE_FAKE_biden-to-Obama_frag23,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag24,DEEPVOICE_FAKE_biden-to-Obama_frag24,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag25,DEEPVOICE_FAKE_biden-to-Obama_frag25,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag26,DEEPVOICE_FAKE_biden-to-Obama_frag26,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag27,DEEPVOICE_FAKE_biden-to-Obama_frag27,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag28,DEEPVOICE_FAKE_biden-to-Obama_frag28,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag29,DEEPVOICE_FAKE_biden-to-Obama_frag29,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag3,DEEPVOICE_FAKE_biden-to-Obama_frag3,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag30,DEEPVOICE_FAKE_biden-to-Obama_frag30,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag31,DEEPVOICE_FAKE_biden-to-Obama_frag31,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag32,DEEPVOICE_FAKE_biden-to-Obama_frag32,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag33,DEEPVOICE_FAKE_biden-to-Obama_frag33,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag34,DEEPVOICE_FAKE_biden-to-Obama_frag34,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag35,DEEPVOICE_FAKE_biden-to-Obama_frag35,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag36,DEEPVOICE_FAKE_biden-to-Obama_frag36,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag37,DEEPVOICE_FAKE_biden-to-Obama_frag37,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag38,DEEPVOICE_FAKE_biden-to-Obama_frag38,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag39,DEEPVOICE_FAKE_biden-to-Obama_frag39,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag4,DEEPVOICE_FAKE_biden-to-Obama_frag4,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag40,DEEPVOICE_FAKE_biden-to-Obama_frag40,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag41,DEEPVOICE_FAKE_biden-to-Obama_frag41,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag42,DEEPVOICE_FAKE_biden-to-Obama_frag42,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag43,DEEPVOICE_FAKE_biden-to-Obama_frag43,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag44,DEEPVOICE_FAKE_biden-to-Obama_frag44,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag45,DEEPVOICE_FAKE_biden-to-Obama_frag45,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag46,DEEPVOICE_FAKE_biden-to-Obama_frag46,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag47,DEEPVOICE_FAKE_biden-to-Obama_frag47,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag48,DEEPVOICE_FAKE_biden-to-Obama_frag48,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag49,DEEPVOICE_FAKE_biden-to-Obama_frag49,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag5,DEEPVOICE_FAKE_biden-to-Obama_frag5,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag50,DEEPVOICE_FAKE_biden-to-Obama_frag50,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag51,DEEPVOICE_FAKE_biden-to-Obama_frag51,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag52,DEEPVOICE_FAKE_biden-to-Obama_frag52,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag53,DEEPVOICE_FAKE_biden-to-Obama_frag53,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag54,DEEPVOICE_FAKE_biden-to-Obama_frag54,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag55,DEEPVOICE_FAKE_biden-to-Obama_frag55,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag56,DEEPVOICE_FAKE_biden-to-Obama_frag56,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag57,DEEPVOICE_FAKE_biden-to-Obama_frag57,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag58,DEEPVOICE_FAKE_biden-to-Obama_frag58,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag59,DEEPVOICE_FAKE_biden-to-Obama_frag59,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag6,DEEPVOICE_FAKE_biden-to-Obama_frag6,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag60,DEEPVOICE_FAKE_biden-to-Obama_frag60,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag61,DEEPVOICE_FAKE_biden-to-Obama_frag61,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag62,DEEPVOICE_FAKE_biden-to-Obama_frag62,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag63,DEEPVOICE_FAKE_biden-to-Obama_frag63,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag64,DEEPVOICE_FAKE_biden-to-Obama_frag64,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag65,DEEPVOICE_FAKE_biden-to-Obama_frag65,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag66,DEEPVOICE_FAKE_biden-to-Obama_frag66,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag67,DEEPVOICE_FAKE_biden-to-Obama_frag67,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag68,DEEPVOICE_FAKE_biden-to-Obama_frag68,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag69,DEEPVOICE_FAKE_biden-to-Obama_frag69,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag7,DEEPVOICE_FAKE_biden-to-Obama_frag7,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag70,DEEPVOICE_FAKE_biden-to-Obama_frag70,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag71,DEEPVOICE_FAKE_biden-to-Obama_frag71,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag72,DEEPVOICE_FAKE_biden-to-Obama_frag72,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag73,DEEPVOICE_FAKE_biden-to-Obama_frag73,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag74,DEEPVOICE_FAKE_biden-to-Obama_frag74,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag75,DEEPVOICE_FAKE_biden-to-Obama_frag75,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag76,DEEPVOICE_FAKE_biden-to-Obama_frag76,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag77,DEEPVOICE_FAKE_biden-to-Obama_frag77,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag78,DEEPVOICE_FAKE_biden-to-Obama_frag78,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag79,DEEPVOICE_FAKE_biden-to-Obama_frag79,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag8,DEEPVOICE_FAKE_biden-to-Obama_frag8,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag80,DEEPVOICE_FAKE_biden-to-Obama_frag80,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag81,DEEPVOICE_FAKE_biden-to-Obama_frag81,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag82,DEEPVOICE_FAKE_biden-to-Obama_frag82,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag83,DEEPVOICE_FAKE_biden-to-Obama_frag83,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag84,DEEPVOICE_FAKE_biden-to-Obama_frag84,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag85,DEEPVOICE_FAKE_biden-to-Obama_frag85,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag86,DEEPVOICE_FAKE_biden-to-Obama_frag86,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag87,DEEPVOICE_FAKE_biden-to-Obama_frag87,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag88,DEEPVOICE_FAKE_biden-to-Obama_frag88,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag89,DEEPVOICE_FAKE_biden-to-Obama_frag89,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag9,DEEPVOICE_FAKE_biden-to-Obama_frag9,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag90,DEEPVOICE_FAKE_biden-to-Obama_frag90,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag91,DEEPVOICE_FAKE_biden-to-Obama_frag91,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag92,DEEPVOICE_FAKE_biden-to-Obama_frag92,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag93,DEEPVOICE_FAKE_biden-to-Obama_frag93,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag94,DEEPVOICE_FAKE_biden-to-Obama_frag94,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag95,DEEPVOICE_FAKE_biden-to-Obama_frag95,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag96,DEEPVOICE_FAKE_biden-to-Obama_frag96,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag97,DEEPVOICE_FAKE_biden-to-Obama_frag97,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag98,DEEPVOICE_FAKE_biden-to-Obama_frag98,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Obama_frag99,DEEPVOICE_FAKE_biden-to-Obama_frag99,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag0,DEEPVOICE_FAKE_biden-to-Trump_frag0,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag1,DEEPVOICE_FAKE_biden-to-Trump_frag1,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag10,DEEPVOICE_FAKE_biden-to-Trump_frag10,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag11,DEEPVOICE_FAKE_biden-to-Trump_frag11,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag12,DEEPVOICE_FAKE_biden-to-Trump_frag12,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag13,DEEPVOICE_FAKE_biden-to-Trump_frag13,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag14,DEEPVOICE_FAKE_biden-to-Trump_frag14,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag15,DEEPVOICE_FAKE_biden-to-Trump_frag15,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag16,DEEPVOICE_FAKE_biden-to-Trump_frag16,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag17,DEEPVOICE_FAKE_biden-to-Trump_frag17,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag18,DEEPVOICE_FAKE_biden-to-Trump_frag18,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag19,DEEPVOICE_FAKE_biden-to-Trump_frag19,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag2,DEEPVOICE_FAKE_biden-to-Trump_frag2,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag20,DEEPVOICE_FAKE_biden-to-Trump_frag20,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag21,DEEPVOICE_FAKE_biden-to-Trump_frag21,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag22,DEEPVOICE_FAKE_biden-to-Trump_frag22,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag23,DEEPVOICE_FAKE_biden-to-Trump_frag23,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag24,DEEPVOICE_FAKE_biden-to-Trump_frag24,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag25,DEEPVOICE_FAKE_biden-to-Trump_frag25,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag26,DEEPVOICE_FAKE_biden-to-Trump_frag26,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag27,DEEPVOICE_FAKE_biden-to-Trump_frag27,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag28,DEEPVOICE_FAKE_biden-to-Trump_frag28,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag29,DEEPVOICE_FAKE_biden-to-Trump_frag29,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag3,DEEPVOICE_FAKE_biden-to-Trump_frag3,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag30,DEEPVOICE_FAKE_biden-to-Trump_frag30,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag31,DEEPVOICE_FAKE_biden-to-Trump_frag31,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag32,DEEPVOICE_FAKE_biden-to-Trump_frag32,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag33,DEEPVOICE_FAKE_biden-to-Trump_frag33,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag34,DEEPVOICE_FAKE_biden-to-Trump_frag34,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag35,DEEPVOICE_FAKE_biden-to-Trump_frag35,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag36,DEEPVOICE_FAKE_biden-to-Trump_frag36,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag37,DEEPVOICE_FAKE_biden-to-Trump_frag37,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag38,DEEPVOICE_FAKE_biden-to-Trump_frag38,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag39,DEEPVOICE_FAKE_biden-to-Trump_frag39,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag4,DEEPVOICE_FAKE_biden-to-Trump_frag4,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag40,DEEPVOICE_FAKE_biden-to-Trump_frag40,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag41,DEEPVOICE_FAKE_biden-to-Trump_frag41,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag42,DEEPVOICE_FAKE_biden-to-Trump_frag42,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag43,DEEPVOICE_FAKE_biden-to-Trump_frag43,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag44,DEEPVOICE_FAKE_biden-to-Trump_frag44,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag45,DEEPVOICE_FAKE_biden-to-Trump_frag45,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag46,DEEPVOICE_FAKE_biden-to-Trump_frag46,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag47,DEEPVOICE_FAKE_biden-to-Trump_frag47,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag48,DEEPVOICE_FAKE_biden-to-Trump_frag48,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag49,DEEPVOICE_FAKE_biden-to-Trump_frag49,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag5,DEEPVOICE_FAKE_biden-to-Trump_frag5,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag50,DEEPVOICE_FAKE_biden-to-Trump_frag50,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag51,DEEPVOICE_FAKE_biden-to-Trump_frag51,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag52,DEEPVOICE_FAKE_biden-to-Trump_frag52,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag53,DEEPVOICE_FAKE_biden-to-Trump_frag53,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag54,DEEPVOICE_FAKE_biden-to-Trump_frag54,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag55,DEEPVOICE_FAKE_biden-to-Trump_frag55,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
DeepVoice,DEEPVOICE_FAKE_biden-to-Trump_frag56,DEEPVOICE_FAKE_biden-to-Trump_frag56,1,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701
