dataset,sample_id,source_id,label,dataset_revision,selection_key_sha256,selection_rank,manifest_version,selection_seed,selection_method,source_input_csv_sha256,h2b_stage,h2b_manifest_version
DeepVoice,DEEPVOICE_REAL_musk-original_frag55,DEEPVOICE_REAL_musk-original_frag55,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,166cf23d0a9468ea67c4c34769bbfaff16d3919ba325cbaac110d0eeb06e505a,55,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_trump-original_frag6,DEEPVOICE_REAL_trump-original_frag6,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,16da45f476fdb086565cf5f32c4f66cdef5c1594a1e1c9ef25a545594101b41b,56,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_obama-original_frag12,DEEPVOICE_REAL_obama-original_frag12,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1767468a2b6e3f349659438e658c944195a1884535471520ff6bfc334e8c4bd1,57,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_musk-original_frag22,DEEPVOICE_REAL_musk-original_frag22,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,17c525494cb08641688611f558a7773cdd0604d003bc282326bdcbd4905246ce,58,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_biden-original_frag97,DEEPVOICE_REAL_biden-original_frag97,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,17da0e5de43504a7a49fd2029b786902ad0ac584fe0ff3daebdf22964e796cdb,59,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag85,DEEPVOICE_REAL_taylor-original_frag85,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,184f9f40855a51d2aa121041d1d125bb921c827eead938c86a6c7943dc918d98,60,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag52,DEEPVOICE_REAL_taylor-original_frag52,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1962671c3e5b8f8c218836d4c7ab33aba53ba52f11292d655b3fe56c2319d451,61,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_obama-original_frag23,DEEPVOICE_REAL_obama-original_frag23,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,196993c09f455c595fd55dd292b7adc973d99703ed67ac88910a6ac11101b77b,62,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_biden-original_frag95,DEEPVOICE_REAL_biden-original_frag95,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,196fe823eaa5421913a5205e86ea586aef5cfdac5c9b5da4f14f0f97520f8771,63,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_trump-original_frag54,DEEPVOICE_REAL_trump-original_frag54,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,19fe44327463e07ca0d3affbeef7f549857e4590cf89a13d9360c7d93121f695,64,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_biden-original_frag52,DEEPVOICE_REAL_biden-original_frag52,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1a40540ff0b6e95159e5efaf7f70a3e699885c486daac0da7cfeb28e07437c80,65,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_trump-original_frag100,DEEPVOICE_REAL_trump-original_frag100,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1ae5661729cf1c13ad393e67e039fb71b4ff01e001e4e73b0271de0f5ee268ba,66,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag4,DEEPVOICE_REAL_taylor-original_frag4,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1af22cfef4e3952590f785c6fa68b7190ca5f68855d9af57781fb3ed7656dc95,67,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_linus-original_frag7,DEEPVOICE_REAL_linus-original_frag7,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1b0a247430b7aa70929350c27b3e79058cc15bd5ecd3c56c5bf19935e95be4cd,68,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_biden-original_frag62,DEEPVOICE_REAL_biden-original_frag62,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1bb517eef2697a9cb9e9ed7e864afc1adc2f983f34b8a013c5a631d553bfa123,69,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_obama-original_frag22,DEEPVOICE_REAL_obama-original_frag22,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1cbf04939a18b72f5da9afd97373998d6992c2c4f2a9ca521f2676c17df44b08,70,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag45,DEEPVOICE_REAL_taylor-original_frag45,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1da5d80b5c1774973339a295981acc415e981e583df4ae3b4e2a58463c89b275,71,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_obama-original_frag43,DEEPVOICE_REAL_obama-original_frag43,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1de22e1b3c96e63ace3b6ac79d20d886f340ff24f57301ca8332f0cb2c8412b5,72,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_trump-original_frag60,DEEPVOICE_REAL_trump-original_frag60,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1dedbded154db23e0b0139bbc675dc07b18cb3632d11a4fd8d231319c58d7b44,73,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag95,DEEPVOICE_REAL_taylor-original_frag95,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1e211cae5c75429445166604d9f598f53245ebf21753dae8f66f831abb78bf88,74,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_linus-original_frag29,DEEPVOICE_REAL_linus-original_frag29,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1ee69f643ea39428407ed25f6fa2b1ac753955dabe4efd5fcc43b87036fc0697,75,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_musk-original_frag38,DEEPVOICE_REAL_musk-original_frag38,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1f2e4f4ead81f1e98248e28c89d555d38cb9c392d515ab54f6698abfc71d10f4,76,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_biden-original_frag49,DEEPVOICE_REAL_biden-original_frag49,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1f7315ce8ea690002166a82ca05ba0635ee57a1936d8594c3d4e759fe7ec8cb8,77,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag50,DEEPVOICE_REAL_taylor-original_frag50,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1fda4a0f66c504ec98e1bc834219278cc15eb4014557e14c9551aeafc69d434b,78,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_obama-original_frag72,DEEPVOICE_REAL_obama-original_frag72,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,1febdd476b8a8f282b4d06e455973a23610d59c671704f0df2c425fc1e482651,79,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag42,DEEPVOICE_REAL_taylor-original_frag42,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,2010b254ae3fdc0f71718b5a8913369de6e5fa7c1d73dfc02118672e22836407,80,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_trump-original_frag8,DEEPVOICE_REAL_trump-original_frag8,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,208295546fcb7fac9dc87e3990ccb4b9cce891efb5775a2445bcaa8718ad9285,81,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_musk-original_frag82,DEEPVOICE_REAL_musk-original_frag82,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,2128f190fc9ae88ab2d109c626b92b0421576c0f3826a7fd2dbc105fc1bee0c7,82,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_linus-original_frag6,DEEPVOICE_REAL_linus-original_frag6,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,218a1c313bec55dd82f7371978cc9efaee26394079888fe37b119c59b0d81a8b,83,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_linus-original_frag56,DEEPVOICE_REAL_linus-original_frag56,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,21a8ea6a20e695f08bbd6bc514ed49b8b90ecb30f402e374a650d5df86b21440,84,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_biden-original_frag83,DEEPVOICE_REAL_biden-original_frag83,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,220724d6aa44e5a05596d977a3b81c19c73c54ed1e9fb265a704f8d3daae7bbe,85,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag60,DEEPVOICE_REAL_taylor-original_frag60,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,22564b81194dbe38c752d85c0559e3af434c226d56fa973b5babbc2176098f30,86,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag79,DEEPVOICE_REAL_taylor-original_frag79,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,237f72f52c9d4381b15401617b74669eebdc1eed9744ff5e9ef7427c19fbd383,87,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_trump-original_frag15,DEEPVOICE_REAL_trump-original_frag15,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,240c3154da699dd4b82779fc3ab5d5121b9544b6e126205b41e4d19580dc4129,88,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_biden-original_frag48,DEEPVOICE_REAL_biden-original_frag48,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,241bed31bdc2a88de204940fcb72a85dfd1dabb74614f57aca84b4f58d19cf79,89,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_biden-original_frag50,DEEPVOICE_REAL_biden-original_frag50,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,241e45d920bac8f001f5f9182980d45ba2d82d43b3f2042d422a8e03228103de,90,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_obama-original_frag32,DEEPVOICE_REAL_obama-original_frag32,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,24369f67008f60760b39dabc6e9013e87d131e37105aa106a6ed600b89b530ad,91,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag31,DEEPVOICE_REAL_taylor-original_frag31,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,248c017f523788fb1b18dd8cdaa3d97aa07583e5727d7148eab537c09fd4197c,92,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_obama-original_frag14,DEEPVOICE_REAL_obama-original_frag14,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,24d2a1ceb3ff8930a8229da7690d17e6c8758b84a85797820819ae56828075fa,93,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_biden-original_frag79,DEEPVOICE_REAL_biden-original_frag79,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,25955ff122b99cc7931df697914bb2d24402c15aca92ec94dcf8919f9524a728,94,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag15,DEEPVOICE_REAL_taylor-original_frag15,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,264b2e73fd3f5986f15897805b5b8b6c9572509414c04b04a2007f8096e7326d,95,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_obama-original_frag1,DEEPVOICE_REAL_obama-original_frag1,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,265f863460af3e678755e71c73f0c6dba8569fa4731c93ad664ec4aed58da416,96,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag32,DEEPVOICE_REAL_taylor-original_frag32,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,266ade51e7307d937417a6d8e302779e271ab7a7db0324e9e1fd208e3c2a1837,97,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_biden-original_frag16,DEEPVOICE_REAL_biden-original_frag16,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,270e54848909195492cdcfa37873d6c7ff18c0511c17d1420e22a1019735bcbd,98,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_linus-original_frag32,DEEPVOICE_REAL_linus-original_frag32,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,27395f5ea698400f1f999f0edd412b7c0a9b733f644e3eefede8bb8e4caf8816,99,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_trump-original_frag63,DEEPVOICE_REAL_trump-original_frag63,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,274bfd492bd97e6cb8f734401b61e09f94b99ade1869c6aa1d28a0cbdc6cb14e,100,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_trump-original_frag32,DEEPVOICE_REAL_trump-original_frag32,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,275298f7a80070e10bddf216bf10f2098c09cca03dfcb82b4ce90b0b951274af,101,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag44,DEEPVOICE_REAL_taylor-original_frag44,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,277af8d521ed6cbde7322f0bb55aa76fe9c1e438c01c91ccef67647f0e9640ba,102,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_margot-original_frag6,DEEPVOICE_REAL_margot-original_frag6,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,27d923abcc4c84133a15fbeca513a9774fbc6a8521c8d9ca9aa8b0ddbfbee0ad,103,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_musk-original_frag65,DEEPVOICE_REAL_musk-original_frag65,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,295b6780156585396102fe81bc14fd5e165d06ee466fd2af6c60231fd39d9af4,104,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag37,DEEPVOICE_REAL_taylor-original_frag37,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,2996a50eb5242883d8c6ae640fec35616d200f40e0e5ea13d95b5837562deed0,105,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_taylor-original_frag78,DEEPVOICE_REAL_taylor-original_frag78,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,29ae94106f14891ae07f5a3d2d32aabbcc1d1d4d6d8f1b208e3290258962a0f6,106,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_musk-original_frag30,DEEPVOICE_REAL_musk-original_frag30,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,2a2617f0f255d2868cda728868e0268e1d2f479482dfa002aa1ec1633f436bfe,107,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
DeepVoice,DEEPVOICE_REAL_musk-original_frag44,DEEPVOICE_REAL_musk-original_frag44,0,cc3bdf544cfc09bd9cc788f7f022ba1af9daf701,2a5002588ee87f2d7a0f7e65fc067bdf58263c90059f9968e43baaed1f714dac,108,h2_pre_score_pairs_v1,2609,"sha256(seed,dataset,label,sample_id)_within_dataset_label",f11f24aa9fee5f4a737c4aad553d9a2f2ddc92a83a4e9f8d054c7ab8d4d5065d,q0_frozen_score_blind,h2b_q0_score_blind_manifest_v1
